50; 420; 4.09280e-05
50; 420; 3.63520e-05
50; 420; 4.82240e-05
50; 420; 4.48640e-05
50; 420; 5.65760e-05
50; 420; 3.24480e-05
50; 420; 5.60960e-05
50; 420; 5.02720e-05
50; 420; 3.27040e-05
50; 420; 6.13120e-05
50; 420; 8.00320e-05
50; 420; 9.76000e-05
50; 420; 3.20000e-05
50; 420; 3.23200e-05
50; 420; 2.51200e-05
50; 420; 7.60640e-05
50; 420; 5.28640e-05
50; 420; 0.000108448
50; 420; 4.65280e-05
50; 420; 3.20000e-05
50; 420; 4.71360e-05
50; 420; 7.82080e-05
50; 420; 3.23200e-05
50; 420; 5.13280e-05
50; 420; 9.63840e-05
50; 420; 2.21120e-05
50; 420; 2.28480e-05
50; 420; 5.54880e-05
50; 420; 3.20640e-05
50; 420; 2.55680e-05
50; 420; 2.48320e-05
31; 0; 0.0210939
31; 0; 0.0787097
31; 0; 0.306955
31; 0; 0.782419
31; 0; 1.61604
31; 0; 2.90714
31; 0; 19.5365
32; 0; 0.0213333
32; 0; 0.0872777
32; 0; 0.415234
32; 0; 1.20140
32; 0; 2.62888
32; 0; 4.90633
32; 0; 35.6295
32; 0; 0.0257573
32; 0; 0.124988
32; 0; 0.670272
32; 0; 2.06739
32; 0; 4.69079
32; 0; 8.93866
32; 0; 67.9918
32; 0; 0.0240102
32; 0; 0.114440
32; 0; 0.671057
32; 0; 2.06932
32; 0; 4.67471
32; 0; 8.91153
32; 0; 67.8167
32; 0; 0.0209122
32; 0; 0.0872865
32; 0; 0.415685
32; 0; 1.19569
32; 0; 2.62123
32; 0; 4.88705
32; 0; 35.5482
31; 0; 0.0227465
31; 0; 0.0772092
31; 0; 0.301382
31; 0; 0.776758
31; 0; 1.61192
31; 0; 2.89869
31; 0; 19.4622
36; 0; 0.0570506
36; 0; 0.323317
36; 0; 2.25501
36; 0; 7.37404
36; 0; 17.2221
36; 0; 33.3558
36; 0; 262.175
36; 0; 0.0526357
36; 0; 0.314119
36; 0; 2.25886
36; 0; 7.40051
36; 0; 17.2317
36; 0; 33.4363
36; 0; 0.0218802
36; 0; 0.0859501
36; 0; 0.417285
36; 0; 1.20854
36; 0; 2.64289
36; 0; 4.91822
36; 0; 35.7139
36; 0; 0.0211399
36; 0; 0.0870904
36; 0; 0.430129
36; 0; 1.21408
36; 0; 2.63952
36; 0; 4.91329
36; 0; 35.6989
36; 0; 0.0214345
36; 0; 0.0781653
36; 0; 0.302747
36; 0; 0.795707
36; 0; 1.61945
36; 0; 2.91227
36; 0; 19.5113
36; 0; 0.0206138
36; 0; 0.0769715
36; 0; 0.299257
36; 0; 0.784335
36; 0; 1.62118
36; 0; 2.91630
36; 0; 19.5941
36; 0; 0.261907
36; 0; 0.977407
36; 0; 4.40375
36; 0; 0.0371130
36; 0; 0.143304
36; 0; 0.571499
36; 0; 1.51648
37; 0; 2.16065
37; 0; 4.06834
37; 0; 2.15781
37; 0; 2.15677
37; 0; 16.2408
37; 0; 127.696
33; 0; 0.0721503
33; 0; 0.437930
33; 0; 3.18723
33; 0; 10.4816
33; 0; 24.5425
33; 0; 47.5629
33; 0; 374.963
33; 0; 0.0406308
33; 0; 0.237971
33; 0; 1.60746
33; 0; 5.15900
33; 0; 11.9678
33; 0; 23.1036
33; 0; 180.255
33; 0; 0.0441888
33; 0; 0.246075
33; 0; 1.59209
33; 0; 5.12793
33; 0; 0.0418557
33; 0; 0.244566
33; 0; 1.58451
33; 0; 0.0679802
33; 0; 0.430996
34; 0; 0.0280375
34; 0; 0.148760
34; 0; 0.892077
34; 0; 2.79806
34; 0; 6.39864
