29; 0; 0.00643686
29; 1; 0.0811039
29; 0; 0.000189440
29; 1; 0.000487424
29; 0; 0.0298127
29; 0; 0.0733082
29; 0; 0.235319
29; 0; 0.586490
29; 0; 1.23947
29; 0; 2.26434
29; 0; 0.00195584
29; 0; 0.0441641
29; 0; 0.113328
29; 0; 0.420856
29; 0; 1.04966
29; 0; 2.14802
29; 0; 3.84502
29; 0; 0.00339763
29; 0; 0.0770847
29; 0; 0.0690534
29; 0; 0.195580
29; 0; 0.170307
29; 0; 0.698195
29; 0; 0.679599
29; 0; 0.0733819
29; 0; 0.182569
29; 0; 0.714895
29; 0; 1.79947
29; 0; 3.67272
29; 0; 6.56382
29; 0; 0.00522752
29; 0; 0.103947
29; 0; 0.266718
29; 0; 0.985965
29; 0; 2.54353
29; 0; 5.22315
29; 0; 9.37130
29; 0; 0.00751616
29; 0; 0.128881
29; 0; 0.126777
29; 0; 0.321800
29; 0; 1.24266
29; 0; 3.18223
29; 0; 6.57191
29; 0; 11.8175
29; 0; 0.00944128
29; 0; 0.269404
29; 0; 0.713176
29; 0; 2.82741
29; 0; 7.40561
29; 0; 15.3342
29; 0; 27.4879
29; 0; 0.0223508
