25; 0; 0.183860
25; 0; 0.00424858
25; 0; 0.185627
25; 0; 0.588915
25; 0; 2.52782
25; 0; 6.67277
25; 0; 13.9048
25; 0; 24.9865
25; 0; 0.00441856
25; 420; 0.000840704
25; 420; 0.00167424
25; 420; 0.00350310
25; 420; 0.00511283
25; 420; 0.00664576
25; 420; 0.00824832
25; 420; 0.000107488
25; 420; 0.000819200
25; 420; 0.00173568
25; 420; 0.00375603
25; 420; 0.00523981
25; 420; 0.00663450
25; 420; 0.00861082
25; 420; 0.000139264
25; 0; 0.102411
25; 0; 0.380602
25; 0; 1.96785
25; 0; 5.58880
25; 0; 12.0631
25; 0; 22.2436
25; 0; 0.00436429
25; 0; 0.267361
25; 0; 0.992924
25; 0; 5.10848
25; 0; 14.4331
25; 0; 31.1629
25; 0; 57.4427
25; 0; 0.0124529
25; 0; 0.367830
25; 0; 1.43087
25; 0; 7.38668
25; 0; 20.9705
25; 0; 45.2249
25; 0; 83.4443
25; 0; 0.0256676
25; 0; 0.458833
25; 0; 1.77830
25; 0; 9.19624
25; 0; 26.3775
25; 0; 57.1666
25; 0; 105.433
25; 0; 0.0322488
